RowId,Location
1,65.325192259828
2,36.45302244776
3,29.803938346132
4,37.38175026356
5,58.739025752692
6,37.50256653716
7,72.138777326984
8,37.004550748748
9,36.229736718996
10,38.030934823952
11,22.914047931808
12,38.421084386472
13,55.636854618576
14,29.611548920532
15,78.09228232632
16,29.451369986624
17,38.879788595208
18,30.056985346256
19,16.1466210337916
20,31.28893513258
21,48.677196077376
22,57.031859755712
23,63.822402254556
24,75.037032558952
25,33.04896665462
26,75.770345756692
27,48.496233617872
28,72.925594593816
29,48.733036921156
30,81.00163856572
31,67.1898944552
32,36.618239326464
33,28.58888078222
34,35.691339290496
35,58.819614828112
36,37.298177764632
37,76.360301742288
38,37.481175976748
39,37.337527354744
40,36.716901037792
41,19.450352367748
42,36.294155562112
43,55.45864353628
44,28.29213263114
45,83.318393314416
46,29.172764607128
47,40.360399274384
48,28.086171208388
49,12.5314904134696
50,28.919411634308
51,47.295649431472
52,59.281129143604
53,64.09674909654
54,76.5130096688
55,29.499922584348
56,75.780705299356
57,46.698793804636
58,73.909782402384
59,46.435644742496
60,83.463965835752
61,65.375026965164
62,36.8847139088
63,30.408926775568
64,37.521585108736
65,59.280373480748
66,37.809739897508
67,71.66439471232
68,37.349575435076
69,36.55217639662
70,38.158618989964
71,24.098231484536
72,38.358904375388
73,56.618134417216
74,29.459427456928
75,78.014357916616
76,29.59633314446
77,39.810843630428
78,30.28668412764
79,16.9142736684236
80,31.024999981408
81,49.28450711508
82,57.924875146768
83,63.690170634332
84,74.154268735808
85,33.323637154684
86,74.951467514328
87,48.893882472548
88,71.501847037124
89,49.042188097768
90,80.87067778842
91,65.758632786596
92,36.535785798176
93,29.87828471454
94,37.29439783802
95,59.188736538464
96,37.613474847696
97,72.606747755696
98,37.156251793692
99,36.35982726296
100,38.006033449148
101,22.978779425428
102,38.33022327634
103,56.12383344292
104,29.68020884236
105,78.776241623928
106,29.703763982556
107,39.20844213848
108,29.989724441624
109,15.9819049970916
110,31.300914444124
111,48.992421391776
112,57.150493534368
113,64.025214402324
114,75.556025090352
115,32.98137057358
116,76.182291674816
117,48.639430877196
118,73.087288347428
