RowId,Location
1,61.3942604064941
2,33.936466217041
3,27.5306987762451
4,33.9040489196777
5,55.7511598117929
6,34.8583292232157
7,68.4584100965325
8,34.8957123540307
9,34.3536158954956
10,34.8027839530473
11,21.5739141148907
12,34.7831044643893
13,53.4113629357999
14,26.8239696856878
15,75.406839559692
16,28.1637773412552
17,37.7669851765469
18,27.0275097264521
19,15.4560588393597
20,28.0176522470573
21,45.0247383117676
22,51.231819152832
23,57.8983076955293
24,70.7827833670975
25,31.6549724363056
26,70.5675580806808
27,44.6446221325024
28,65.2450535669304
29,44.7561569213867
30,76.7355651855469
31,63.7954864501953
32,35.5857582092285
33,28.3498954772949
34,36.0475921630859
35,56.9118326307019
36,36.8181819642119
37,71.4951653576109
38,36.2986784777619
39,35.6549448940805
40,37.0320395289854
41,21.1463054762125
42,36.931700507355
43,54.0945253135572
44,28.9317714096075
45,77.7407306242757
46,28.7593141043036
47,38.3374897653168
48,29.3965651443282
49,15.0161153459764
50,29.6930714596007
51,45.8207397460938
52,57.6010551452637
53,61.3169485225041
54,73.3777320564777
55,31.5738638872616
56,73.5463867997072
57,46.1693918738487
58,71.5927439288691
59,46.2664566040039
60,78.158317565918
61,66.1562271118164
62,36.0426292419433
63,30.1499462127686
64,37.2821617126465
65,59.6381970365339
66,37.1698813055631
67,72.9229212472629
68,36.6309350185184
69,36.9704242693966
70,37.8620752723209
71,23.0778610908852
72,38.5364586454018
73,56.9671123101704
74,28.5765068108385
75,78.7038861614483
76,28.5310122026713
77,39.6425756307825
78,29.0850528607662
79,16.1978228899675
80,31.3508796937786
81,50.6592140197754
82,55.1364822387695
83,64.597109107916
84,74.2529913538682
85,34.7937584383558
86,75.5392879271655
87,50.1228247199232
88,70.9053402521878
89,50.3346252441406
90,81.7635650634766
91,60.2179870605469
92,33.2032203674316
93,27.2835216522217
94,34.0413017272949
95,54.566455292242
96,34.4206106437428
97,67.5313149911994
98,33.910252009081
99,34.2994960450775
100,34.8950765684728
101,21.2080405331012
102,35.0053225436831
103,52.4494597839296
104,26.956121914705
105,74.1182492009118
106,27.2575678756502
107,37.4929290157401
108,27.6203417741274
109,15.2217899227862
110,28.6049912026219
111,45.0460739135742
112,52.197624206543
113,57.925884876834
114,69.0994155989346
115,31.8001087682549
116,69.5173285671223
117,44.8075379033735
118,65.3717564866835
119,45.0229530334473
120,73.9445037841797
121,64.5034637451172
122,35.6982803344726
123,29.1225261688232
124,36.1407775878906
125,58.2307990752141
126,36.713794347702
127,71.4915234625747
128,36.454093703648
129,36.0456318022191
130,36.9307431922178
131,22.3474764411793
132,37.1754075004266
133,55.7437844262228
134,28.383248200751
135,77.7456307741028
136,28.8772385896679
137,39.1317639999648
138,28.5761558737534
139,15.7877835403382
140,30.0751937161714
141,48.6078567504883
142,54.6964988708496
143,62.0474109488549
144,73.5636878379224
145,33.230878718043
146,74.0608018789702
147,47.9497305270847
148,69.6953015597152
149,48.0643424987793
150,80.2805252075195
151,61.2565040588379
152,34.8066902160644
153,27.8655986785889
154,32.9795150756836
155,55.5834673176943
156,35.4933922916892
157,68.5275132691484
158,35.9964267217653
159,34.8000630049742
160,34.358201655706
161,21.8436739852598
162,33.4282313602802
163,53.8144690986666
164,27.8193517476138
165,75.616598761632
166,29.5770055035964
167,38.5333846940451
168,27.1848419831052
169,16.318808036295
170,26.3988047894764
171,44.2747611999512
172,53.0934333801269
173,56.5260745899293
174,70.6414884856492
175,30.3523822577495
176,68.9794495647651
177,43.4701402917049
178,65.9829323627306
179,43.3449859619141
180,74.7427291870117
181,64.0149002075195
182,36.2363090515137
183,28.3478240966797
184,35.719612121582
185,57.2289344319574
186,37.2772362338549
187,71.7287099093742
188,37.1059549811855
189,35.6867458573059
190,36.9015194354992
191,21.1896736848979
192,36.423855034104
193,54.5672788303283
194,29.3581042477363
195,78.225956526974
196,29.7253241601124
197,38.7460351931294
198,29.2711423922821
199,15.0961954358973
200,29.0587797601625
201,45.8912696838379
202,58.2375717163086
203,60.810152720696
204,74.3674896905222
205,31.1177986752367
206,73.8673659950212
207,45.8836173099513
208,72.1316529374729
209,45.8662605285645
210,79.2630081176758
211,63.6106071472168
212,35.286880493164
213,28.2171211242676
214,35.4484176635742
215,57.1262840731452
216,36.3255862689776
217,70.9714963999596
218,36.1477146152165
219,35.286300137263
220,36.3653409232762
221,21.4494413024181
222,36.3521858637351
223,54.3541148595559
224,28.1209209450108
225,77.5280178170182
226,28.7682694208829
227,38.2490236019618
228,28.4012337223851
229,15.2071983933006
230,29.1373757916666
231,45.8562660217285
232,54.9644737243652
233,60.5133020750335
234,73.180984113719
235,31.7691444612991
236,73.158004938776
237,45.9059037702808
238,69.4444544050539
239,45.9935035705566
240,78.9544906616211
241,66.2371673583984
242,37.7958679199219
243,29.8317279815674
244,35.9317359924316
245,59.6350100865397
246,38.2935307654608
247,73.1667887792957
248,39.0286521643831
249,36.5672002173205
250,37.109601241798
251,22.9545940434275
252,36.5237737307289
253,56.9415904966688
254,29.3931771735766
255,79.9480975861965
256,31.4235060220961
257,39.9273559424541
258,28.5219712821547
259,16.7090027165995
260,28.5813847802602
261,47.2471809387207
262,55.8694152832031
263,61.2410585114467
264,76.3945018683456
265,31.7050795186332
266,74.9915416944772
267,46.4908135432532
268,71.2378941449132
269,46.2796401977539
270,82.8749542236328
271,64.1322555541992
272,35.1475868225098
273,28.735897064209
274,35.4218559265137
275,58.0107100411768
276,36.0761964360524
277,71.0342659454724
278,36.0246715337084
279,35.5425335117109
280,36.1916905702968
281,22.2508894614523
282,36.451895122647
283,55.372479464547
284,27.5679221224532
285,77.5697938556266
286,28.5880681583896
287,38.6368618663539
288,27.7810771814213
289,15.7305632738147
290,29.3233966265216
291,47.4878578186035
292,52.8836975097656
293,61.1320240959347
294,73.0903576726136
295,33.0026401702531
296,73.3563924131334
297,47.1181341766201
298,68.0316382893973
299,47.2508926391602
300,80.1439971923828
